id,company,role,location,industry,required_skills,duration_months,stipend
INT592,L&T,Financial Analyst,Rewari,MSME,"['Quality Assurance', 'Remote Sensing', 'Risk Assessment', 'Auditing', 'Adaptability']",3,12668
INT593,HCL,Content Writer,City_146,Industry_012,"['Automation Testing', 'C', 'Scrum', 'NLP', 'Design Systems']",12,5276
INT594,Bajaj,Software Developer,City_319,Biotechnology,"['Cybersecurity', 'Adaptability', 'Solar Installation', 'Talent Acquisition']",3,11104
INT595,L&T,DevOps Engineer,City_203,Hospitality,"['Documentation', 'SharePoint', 'Linux', 'HTML']",6,7222
INT596,Aditya Birla,Full Stack Developer,South Dumdum,Public Sector,"['Embedded Systems', 'SQL']",12,16668
INT597,Mahindra,Finance Intern,Nellore,Technology,"['Field Survey', 'Marketing', 'Flask', 'TypeScript']",3,21211
INT598,Tata Steel,Operations Associate,City_140,Automotive,"['Figma', 'Docker', 'Business Analysis', 'Tally', 'PowerApps', 'Product Management']",12,7466
INT599,TCS,Supply Chain Analyst,City_248,Industry_006,"['Email Marketing', 'Computer Vision', 'Painting', 'Azure', 'Microfinance', 'Requirements Gathering']",12,20257
INT600,TCS,Operations Associate,City_286,Roads & Highways,"['AML', 'Supply Chain', 'Jira']",12,18332
INT601,HCL,Cloud Engineer,Nadiad,Oil & Gas,"['Teamwork', 'Copywriting']",3,11079
INT602,HDFC Bank,Software Developer,City_136,Industry_003,"['GitHub', 'Talent Acquisition', 'Computer Vision']",3,22484
INT603,Tech Mahindra,Supply Chain Analyst,Vasai-Virar,Retail,"['Branding', 'Bookkeeping', 'Basic Computer Skills']",6,8251
INT604,Tata Steel,Content Writer,Fatehabad,Media,"['C', 'DevOps', 'Data Entry', 'Inventory Management', 'Manual Testing']",12,10565
INT605,TCS,Data Engineer,Udaipur,Industry_014,"['SQL', 'PCB Design']",6,12747
INT606,Reliance,Mobile App Developer,City_213,Industry_007,"['Spring', '3D Printing', 'Taxation']",3,18410
INT607,L&T,Operations Associate,Bhopal,Finance,"['Six Sigma', '5S', 'Raspberry Pi', 'Google Analytics']",3,6963
INT608,Infosys,Financial Analyst,City_125,Hospitality,"['CAM', 'C', 'Go', 'Postman']",3,20121
INT609,Infosys,UI/UX Designer,Vadodara,Cloud Services,"['Git', 'Kubernetes', 'Deep Learning', 'Excel', 'Vulnerability Assessment']",12,17473
INT610,Bajaj,Data Analyst,City_261,Roads & Highways,"['Surveying', 'Supply Chain']",6,9670
INT611,Wipro,ML Engineer,Nagpur,Insurance,"['Laboratory Technician', 'Community Mobilization', 'Marketing', 'AML']",6,8665
INT612,Mahindra,ML Engineer,City_292,E-commerce,"['Spring', '5S', 'Java', 'Selenium', 'Jira', 'Branding']",3,18338
INT613,TCS,DevOps Engineer,City_116,Industry_012,"['Content Writing', 'SharePoint', 'MATLAB', 'Powershell']",6,9725
INT614,Infosys,QA Engineer,City_204,Finance,"['HubSpot', 'Bash', 'UI/UX']",12,13843
INT615,Maruti Suzuki,Data Scientist,Ambattur,Industry_008,"['Industrial Safety', 'Business Analysis']",6,19617
INT616,Maruti Suzuki,Content Strategist,City_243,Warehousing,"['VLSI Basics', 'TypeScript', 'ISO 27001', 'FSSAI Compliance', 'Bash']",6,16571
INT617,ICICI Bank,ML Engineer,City_116,Defense,"['Cold Chain', 'Data Analysis', 'Remote Sensing', 'Six Sigma', 'Raspberry Pi']",6,23258
INT618,TCS,Automation Tester,Nellore,EdTech,"['Nursing Assistance', 'Auditing', 'Industrial Safety', 'Typing']",6,8668
INT619,Reliance,Data Analyst,Ujjain,Pharmaceuticals,"['PLC', 'Food Safety']",3,15474
INT620,Cognizant,Recruiter,City_298,Agriculture,"['Compliance', 'Typing', 'Warehouse Operations']",12,14356
INT621,Tata Steel,Supply Chain Analyst,City_275,Fisheries,"['ISO 9001', 'CATIA', 'L&D', 'ServiceNow']",12,18805
INT622,Wipro,UI/UX Designer,City_238,Mining,"['C++', 'Problem Solving']",12,13822
INT623,HDFC Bank,Finance Intern,City_133,Manufacturing,"['Risk Assessment', 'Design Systems', 'Employee Engagement', 'Drones', 'CATIA', 'Machine Learning']",12,8589
INT624,Bajaj,Data Analyst,City_252,AgriTech,"['CNC', 'MATLAB', 'Data Engineering', 'Labor Laws', 'Copywriting', 'CSS']",3,18227
INT625,Bajaj,Network Engineer,City_271,Industry_013,"['Logistics', 'IoT', 'Store Management']",12,9189
INT626,Tech Mahindra,UI/UX Designer,City_167,Public Sector,"['Typing', 'Technical Writing', 'Time Management', 'Labor Laws']",6,19714
INT627,TCS,HR Assistant,Davanagere,Aerospace,"['3D Printing', 'MS Word', 'HR']",6,13988
INT628,Reliance,Cloud Engineer,Gaya,Industry_006,"['Git', 'Flask']",3,11530
INT629,Tata Steel,Network Engineer,City_252,Industry_002,"['C', 'Auditing', 'Lead Generation']",3,11820
INT630,Maruti Suzuki,UI/UX Designer,Delhi,Consulting,"['JavaScript', 'AutoCAD']",12,17350
INT631,HCL,Customer Support,City_150,Industry_010,"['Selenium', 'Product Management', 'Electronics Repair', 'Power BI', 'Embedded Systems']",3,5110
INT632,L&T,HR Assistant,City_293,Industry_013,"['Deep Learning', 'SPSS', 'Scrum', 'R', 'Warehouse Operations', 'Python']",3,23993
INT633,Tech Mahindra,Full Stack Developer,Hubli–Dharwad,Metals,"['Microfinance', 'KYC', 'Plumbing', 'DevOps', 'Accessibility', 'AWS']",12,21202
INT634,HCL,Data Engineer,City_234,Industry_009,"['FSSAI Compliance', 'MS Excel', 'CSR Implementation', 'PLC', 'Store Management', 'JMeter']",12,6465
INT635,Reliance,Software Developer,City_278,Industry_008,"['Copywriting', 'Data Entry', 'Data Engineering', 'AutoCAD']",6,20729
INT636,HDFC Bank,Content Writer,City_126,Education,"['TypeScript', 'PCB Design']",12,21877
INT637,HDFC Bank,Automation Tester,Panvel,Banking,"['R', 'NLP', 'Merchandising', 'Project Management', 'Manual Testing']",3,8149
INT638,L&T,Mobile App Developer,Kota,Waste Management,"['UAV Operation', 'Raspberry Pi']",12,17103
INT639,Tata Steel,Project Manager,City_169,Aviation,"['Field Survey', '3D Printing', 'Email Marketing']",3,5595
INT640,HCL,QA Engineer,City_134,Event Management,"['Spring', 'Taxation']",3,15614
INT641,Maruti Suzuki,Product Manager,City_143,Fisheries,"['Rust', 'Manual Testing', 'Inside Sales', 'GST', 'PLC']",12,24570
INT642,HDFC Bank,Business Analyst,City_298,Industry_005,"['Warehouse Operations', 'Compliance', 'Quality Assurance', 'GCP']",12,6758
INT643,Infosys,Data Analyst,City_282,Hospitality,"['Wind Turbine Basics', 'POS Systems', 'JavaScript', 'AWS']",12,22664
INT644,Cognizant,Data Scientist,City_260,Real Estate,"['Surveying', 'Adobe XD', 'Adaptability']",6,24544
INT645,Cognizant,Technical Support,City_148,Technology,"['Logistics', 'Azure', 'SQL']",12,16359
INT646,L&T,Mobile App Developer,Haora,Ports & Shipping,"['Phlebotomy', 'Field Sales', 'Cloud', 'Six Sigma']",3,16747
INT647,Aditya Birla,UI/UX Designer,City_211,CleanTech,"['Adobe XD', 'Customer Relationship', 'Selenium']",3,5275
INT648,HDFC Bank,Data Scientist,Kozhikode,Marketing Services,"['CSR Implementation', 'CAD']",3,23076
INT649,Tata Steel,Marketing Associate,Tiruchirappalli,MSME,"['Pharmacy Assistance', 'Talent Acquisition']",3,10789
INT650,Maruti Suzuki,QA Engineer,City_168,Renewable Energy,"['JavaScript', 'SEO', 'Food Safety', 'Procurement', 'Tableau', 'SQL']",3,20225
INT651,Bajaj,Cloud Engineer,Panvel,Consulting,"['L&D', 'Cold Chain', 'Go', 'Angular']",3,9187
INT652,L&T,Product Manager,City_268,Tourism,"['Machine Learning', 'Rust', 'Merchandising', 'AML', 'GitHub']",3,9166
INT653,Bajaj,Network Engineer,City_322,Handloom,"['Finance', 'Machine Learning']",3,5962
INT654,Aditya Birla,Mobile App Developer,City_136,Rural Development,"['C++', 'Leadership', 'Claims Processing', 'L&D']",6,15652
INT655,HCL,Growth Marketer,City_133,CleanTech,"['Merchandising', 'CSS', 'Branding', 'Surveying', 'GitLab']",3,19411
INT656,Reliance,Product Manager,City_325,Food Processing,"['Go', 'Excel', 'Carpentry', 'Machine Learning', 'CRM']",3,5224
INT657,ICICI Bank,Financial Analyst,City_321,BPO/ITES,"['Public Speaking', 'DevOps', 'Confluence', 'Accessibility']",6,23295
INT658,Reliance,Data Scientist,City_252,Fisheries,"['Git', 'Kubernetes', 'Sales', 'Rural Outreach', 'Computer Vision', 'Risk Assessment']",12,9135
INT659,Tech Mahindra,Finance Intern,City_343,Warehousing,"['Automation Testing', 'Python', 'Time Management', 'Logistics', 'Talent Acquisition']",12,17695
INT660,Cognizant,Digital Marketer,City_205,Real Estate,"['Requirements Gathering', 'Express', 'Carpentry']",6,18394
INT661,Tech Mahindra,Recruiter,City_227,Public Health,"['ServiceNow', 'Carpentry', 'Content Writing', '5S']",6,7638
INT662,Aditya Birla,Cloud Engineer,City_297,Consulting,"['Taxation', 'C', 'NoSQL']",6,8566
INT663,Maruti Suzuki,HR Assistant,City_156,Aviation,"['Communication', 'Social Media', 'GCP', 'STATA', 'Accessibility', 'Google Analytics']",6,11864
INT664,HDFC Bank,Data Analyst,City_158,Industry_007,"['KYC', 'Microfinance', 'GST', 'AutoCAD', 'CI/CD']",3,9941
INT665,Infosys,Marketing Associate,City_327,Handicrafts,"['Raspberry Pi', 'Claims Processing', 'Microfinance', 'Auditing']",3,16695
INT666,HDFC Bank,Operations Associate,Aizawl,Healthcare,"['Drones', 'Phlebotomy', 'Requirements Gathering', 'Digital Marketing', 'Wind Turbine Basics']",3,9054
INT667,Infosys,Automation Tester,City_314,Ports & Shipping,"['Data Entry', 'AutoCAD', 'Data Analysis']",12,9808
INT668,Mahindra,Product Manager,Delhi,Event Management,"['Design Systems', 'Branding', 'Canva', 'Salesforce', 'Food Processing']",12,14420
INT669,L&T,Full Stack Developer,City_258,Logistics,"['MS Word', 'Creativity']",6,24224
INT670,Maruti Suzuki,Copywriter,City_275,Healthcare,"['Warehouse Operations', 'Confluence', 'Community Mobilization', 'JavaScript', 'Customer Relationship']",3,8301
INT671,TCS,Cloud Engineer,Solapur,Construction,"['Email Marketing', 'Penetration Testing', 'Drones', 'Risk Assessment']",6,7695
INT672,Maruti Suzuki,Network Engineer,Siliguri,Banking,"['R', 'Laboratory Technician']",6,6669
INT673,HDFC Bank,Supply Chain Analyst,City_271,Handloom,"['Product Management', 'Leadership']",3,8292
INT674,Tata Steel,Network Engineer,City_329,Aviation,"['Angular', 'Vue', 'SIEM', 'Kubernetes', 'Django']",12,11607
INT675,Infosys,Supply Chain Analyst,City_229,MSME,"['Carpentry', 'Raspberry Pi', 'React', 'Data Analysis', 'Machine Learning', 'Requirements Gathering']",3,5432
INT676,HCL,Business Analyst,City_244,Biotechnology,"['Excel', 'Microfinance', 'Phlebotomy']",6,8240
INT677,Bajaj,Content Strategist,City_239,Industry_012,"['Recruitment', 'CSS', 'PowerApps', 'Risk Assessment', 'Statistics', 'Masonry']",6,10098
INT678,Maruti Suzuki,Growth Marketer,City_182,Industry_002,"['Microfinance', 'Angular', 'POS Systems', 'Critical Thinking', 'Confluence', 'Computer Vision']",12,14335
INT679,Tech Mahindra,QA Engineer,City_239,Disaster Management,"['Investment Research', 'C++', 'Plumbing', 'R']",3,11751
INT680,Mahindra,Marketing Associate,City_115,Climate & Sustainability,"['Linux', 'Telemedicine Support', 'R', 'TypeScript', 'Lean', 'CATIA']",12,19537
INT681,L&T,Network Engineer,Delhi,Roads & Highways,"['PowerApps', 'Six Sigma', 'Arduino']",3,12428
INT682,Mahindra,ML Engineer,City_213,Pharmaceuticals,"['Rust', 'SolidWorks', 'Phlebotomy', 'Adaptability', 'Power BI']",12,20400
INT683,Tech Mahindra,DevOps Engineer,Jamshedpur,Courier,"['Field Survey', 'Electrical Wiring', 'Painting', 'Operations', 'Scrum', 'Communication']",6,8952
INT684,L&T,UI/UX Designer,City_249,Climate & Sustainability,"['HTML', 'Manual Testing', 'Talent Acquisition']",12,8474
INT685,Cognizant,Mobile App Developer,Chennai,Warehousing,"['AutoCAD', 'C', 'FSSAI Compliance', 'Merchandising']",12,22990
INT686,ICICI Bank,Customer Support,City_181,Urban Development,"['SQL', 'C', 'Git', 'Remote Sensing', 'Jira', 'HACCP']",6,11362
INT687,Maruti Suzuki,Technical Support,Jamnagar,KPO,"['Powershell', 'Kubernetes', 'SPSS', 'Logistics', 'Industrial Safety']",3,17597
INT688,Bajaj,Automation Tester,City_196,MSME,"['Selenium', 'Confluence', 'Procurement', 'Food Safety']",6,5652
INT689,Reliance,Customer Support,City_227,Industry_002,"['Flask', 'Labor Laws', 'Welding', 'Phlebotomy']",3,13057
INT690,Bajaj,Full Stack Developer,City_187,Industry_004,"['Machine Learning', 'Inside Sales', 'Vue']",12,8782
INT691,Tech Mahindra,Copywriter,City_153,Tourism,"['Node.js', 'Java', 'ISO 9001', 'C++', 'Figma']",3,16926
INT692,TCS,Growth Marketer,City_333,Social Welfare,"['Power Automate', 'Docker', 'Digital Marketing', 'UI/UX']",12,8686
INT693,Bajaj,Recruiter,City_114,Food & Beverage,"['SEO', 'Typing', 'SEM']",12,7161
INT694,HCL,Software Developer,Hyderabad,Food Processing,"['KYC', 'Payroll']",12,7444
INT695,Tech Mahindra,Software Developer,City_162,Public Sector,"['GCP', 'Computer Vision']",6,7335
INT696,Reliance,Financial Analyst,City_187,Industry_012,"['Supply Chain', 'Medical Coding', 'SEM', 'Warehouse Operations', 'Retail Operations', 'Zoho']",3,12572
INT697,Aditya Birla,Full Stack Developer,City_315,Environmental Services,"['Email Marketing', 'AutoCAD', 'Deep Learning']",3,5102
INT698,ICICI Bank,Software Developer,Bhiwandi,Industry_012,"['Leadership', 'Talent Acquisition', 'Confluence', 'NGO Program Support']",3,21075
INT699,L&T,Content Strategist,City_300,Handloom,"['Sales', 'Lean']",3,23081
INT700,ICICI Bank,Marketing Associate,Salem,Hospitality,"['CSR Implementation', 'Express', 'Manual Testing', 'Teamwork', 'Lead Generation', 'Computer Vision']",3,12674
INT701,Bajaj,Digital Marketer,City_289,Ports & Shipping,"['Computer Vision', 'HubSpot', 'Taxation', 'Confluence', 'CI/CD', 'GST']",12,6494
INT702,Maruti Suzuki,Automation Tester,City_307,Urban Development,"['Graphic Design', 'Insurance Underwriting', 'Operations']",3,10030
INT703,HDFC Bank,Customer Support,City_150,Handicrafts,"['CSR Implementation', 'Marketing', 'Payroll', 'Postman']",6,9631
INT704,TCS,Digital Marketer,Allahabad,Textiles,"['Go', 'JMeter']",3,7003
INT705,Tech Mahindra,HR Assistant,City_238,Aerospace,"['Operations', 'Documentation', 'Rural Outreach', 'Remote Sensing']",6,22418
INT706,Aditya Birla,Technical Support,City_118,Railways,"['Figma', 'Computer Vision']",6,15421
INT707,HDFC Bank,Product Manager,City_272,Healthcare,"['Quality Assurance', 'Content Writing', 'Node.js']",6,21490
INT708,Tech Mahindra,Marketing Associate,City_236,Event Management,"['Operations', 'React', 'Kubernetes']",12,10660
INT709,ICICI Bank,Project Manager,City_202,Industry_002,"['Warehouse Operations', 'GCP', 'Automation Testing', 'Powershell', 'CATIA', 'Creativity']",6,6497
INT710,Mahindra,Copywriter,City_220,Insurance,"['C++', 'Manual Testing', 'Surveying']",6,11778
INT711,Wipro,Financial Analyst,Ranchi,Industry_005,"['Salesforce', 'ISO 27001', 'Store Management']",12,18136
INT712,Mahindra,Copywriter,Belgaum,Solar,"['STATA', 'Figma', 'MS Word', 'Compliance', 'POS Systems', 'Critical Thinking']",6,24902
INT713,TCS,Copywriter,City_344,Industry_003,"['Documentation', 'Creativity']",12,17890
INT714,Bajaj,Automation Tester,City_120,Logistics,"['Nursing Assistance', 'CRM']",6,12710
INT715,HDFC Bank,Software Developer,City_178,Manufacturing,"['Raspberry Pi', 'CSR Implementation', 'GCP', '5S', 'SIEM', 'PLC']",6,7746
INT716,Cognizant,Marketing Associate,City_306,Leather,"['Jira', 'Community Mobilization', 'C++', 'Google Analytics', 'Cybersecurity']",12,15540
INT717,Reliance,Finance Intern,Aurangabad,Industry_009,"['Problem Solving', 'PCB Design', 'Postman', 'Leadership', 'Laboratory Technician']",6,16280
INT718,HDFC Bank,Cloud Engineer,City_224,Energy,"['Telemedicine Support', 'Rust', 'Product Management', 'Power Automate', 'Basic Computer Skills', 'Confluence']",3,10928
INT719,Mahindra,UI/UX Designer,City_207,Industry_010,"['Selenium', 'Store Management', 'Vulnerability Assessment']",3,6954
INT720,Tata Steel,Cloud Engineer,Sambalpur,Cybersecurity,"['Communication', 'Statistics', 'Excel']",3,20230
INT721,Tech Mahindra,Digital Marketer,City_334,Metro Rail,"['IoT', 'R', 'Public Speaking', 'Excel', 'Payroll']",3,6874
INT722,Maruti Suzuki,Business Analyst,Davanagere,Advertising,"['Tally', 'Tableau', 'SEO', 'Technical Writing', 'SolidWorks', 'Warehouse Operations']",12,23135
INT723,HCL,Data Analyst,City_192,Logistics,"['Payroll', 'SCADA']",3,11793
INT724,Bajaj,Full Stack Developer,Kakinada,Warehousing,"['Bash', 'Risk Assessment']",6,23633
INT725,Maruti Suzuki,Recruiter,Ahmedabad,Automotive,"['Powershell', 'Food Processing', 'Procurement', 'Technical Writing']",6,7537
INT726,TCS,Copywriter,City_280,Manufacturing,"['Automation Testing', 'Postman']",3,12079
INT727,Maruti Suzuki,Data Scientist,City_205,Cold Chain,"['PowerApps', 'HTML', 'HubSpot', 'Pharmacy Assistance', 'C++']",3,14542
INT728,Bajaj,UI/UX Designer,Kurukshetra,Warehousing,"['JMeter', 'Bash', 'Scrum', 'Marketing', 'GST']",12,12335
INT729,Tech Mahindra,ML Engineer,City_226,Construction,"['Marketing', 'Power Automate', 'Quality Assurance', 'Compliance', 'Product Management', 'CATIA']",3,22692
INT730,HCL,Growth Marketer,City_289,Retail,"['Rural Outreach', 'Field Sales', 'Confluence', 'Django', 'Docker']",6,23023
INT731,ICICI Bank,ML Engineer,City_310,Shared Services,"['Canva', 'STATA', 'Postman', 'EHR Systems', 'Docker', 'Field Survey']",6,10904
INT732,L&T,Full Stack Developer,Guwahati,Construction,"['R', 'Supply Chain', 'Adobe XD', 'Finance', 'Remote Sensing', 'React']",6,23455
INT733,Tech Mahindra,Copywriter,Dhanbad,Defense,"['Cashier', 'Talent Acquisition', 'Automation Testing', 'Procurement', 'GIS']",6,10624
INT734,Mahindra,Full Stack Developer,Bellary,MSME,"['Auditing', 'Vulnerability Assessment', 'Electrical Wiring', 'Public Speaking']",6,24214
INT735,ICICI Bank,Software Developer,City_232,Industry_007,"['Critical Thinking', 'Data Entry']",6,14874
INT736,Tech Mahindra,Software Developer,City_215,Industry_010,"['Investment Research', 'Microfinance', 'HR', 'TypeScript', 'Git']",3,22879
INT737,TCS,Automation Tester,Aligarh,CSR,"['PCB Design', 'CSS', 'Linux']",3,7547
INT738,Cognizant,Digital Marketer,City_154,Non-Profit,"['SQL', 'Marketing', 'Confluence', 'Typing', '3D Printing', 'Industrial Safety']",3,10680
INT739,Cognizant,Cloud Engineer,City_179,Cold Chain,"['Vulnerability Assessment', 'GitHub', 'Java']",3,13017
INT740,ICICI Bank,Data Scientist,Agra,Real Estate,"['Remote Sensing', 'Lead Generation', 'Customer Relationship', 'Django']",3,12413
INT741,ICICI Bank,Business Analyst,City_169,Industry_006,"['Canva', 'Warehouse Operations']",12,21524
INT742,Tech Mahindra,Recruiter,City_287,GovTech,"['Carpentry', 'Cybersecurity', 'Rural Outreach']",3,11315
INT743,Cognizant,Cloud Engineer,City_151,Banking,"['Kubernetes', 'Electronics Repair', 'L&D', 'MATLAB', 'Java']",12,5873
INT744,ICICI Bank,Operations Associate,City_276,Cybersecurity,"['SPSS', 'STATA', 'SharePoint']",6,13854
INT745,Infosys,Cloud Engineer,City_297,Consulting,"['PowerApps', 'CRM', 'Microfinance', 'Arduino', 'Logistics']",6,24698
INT746,Bajaj,DevOps Engineer,Srinagar,Aerospace,"['Project Management', 'Leadership', 'Inventory Management']",3,7465
INT747,Mahindra,Finance Intern,City_159,Entertainment,"['Marketing', 'Docker', 'Flask', 'C']",6,10972
INT748,Bajaj,Technical Support,City_138,Cybersecurity,"['CAM', 'Vulnerability Assessment']",6,16203
INT749,Bajaj,Customer Support,Mysore,Entertainment,"['Bash', 'Procurement', 'Manual Testing']",3,12506
INT750,Infosys,Financial Analyst,City_191,Public Sector,"['STATA', 'Payroll', 'Requirements Gathering', '5S', 'Sales']",3,21668
INT751,Aditya Birla,Data Engineer,City_205,Insurance,"['Statistics', 'Azure', 'EHR Systems', 'Go', 'Welding']",6,8947
INT752,Mahindra,Customer Support,City_118,Manufacturing,"['3D Printing', 'Electronics Repair']",3,22466
